Tipo de Especie,Cantidad Producida,Mes,Año,
Palma Cola de Zorro,22,Febrero,2024,
Palma  Santiago,451,Febrero,2024,
Palma Robelina,46,Febrero,2024,
Palma Bermuda ,148,Febrero,2024,
Palo de Brasil,22,Febrero,2024,
Perla Negra,53,Febrero,2024,
Palma mongo meliana ,460,Febrero,2024,
Pintalabio,180,Febrero,2024,
Pino Curiviam ,28,Febrero,2024,
Pino Cubano,11,Febrero,2024,
Penda ,617,Febrero,2024,
Rosas ,13,Febrero,2024,
Pulpura,24,Febrero,2024,
Reflexa ,642,Febrero,2024,
Robles Amarillo ,5002,Febrero,2024,
Roble Morado,828,Febrero,2024,
Sabila ,1,Febrero,2024,
Suculenta,28,Febrero,2024,
Seria de Dia y Puta de Noche,24,Febrero,2024,
Tamarindo ,390,Febrero,2024,
Taberna Montana,18,Febrero,2024,
Trinitaria,153,Febrero,2024,
Tocador,250,Febrero,2024,
Tu y yo ,32,Febrero,2024,
Uva de Sierra,150,Febrero,2024,
Uva de playa,786,Febrero,2024,
Voladora,270,Febrero,2024,
Zapatico matizado,230,Febrero,2024,
Yinyere,11,Febrero,2024,
Zapatico Verde,710,Febrero,2024,
Almendra ,200,Marzo,2024,
Aleli,56,Marzo,2024,
Aleli Adulto,50,Marzo,2024,
Agave ,405,Marzo,2024,
Avellana ,224,Marzo,2024,
Alamo ,600,Marzo,2024,
Algodón ,151,Marzo,2024,
Aromatica ,49,Marzo,2024,
Begonia ,30,Marzo,2024,
Bromelia ,12,Marzo,2024,
Bambu Grande,1150,Marzo,2024,
Cactus,50,Marzo,2024,
Caucho ,22,Marzo,2024,
Caoba Criolla,100,Marzo,2024,
Capricho ,30,Marzo,2024,
Campana Morada,120,Marzo,2024,
Cedro ,651,Marzo,2024,
Cheflera ,15,Marzo,2024,
Caricatura,160,Marzo,2024,
Cordelines,18,Marzo,2024,
Costilla De Adam,13,Marzo,2024,
cossandra ,12,Marzo,2024,
Copey,140,Marzo,2024,
Cuadricula,7,Marzo,2024,
Cuerno de Venado,60,Marzo,2024,
Copa de Brasil,44,Marzo,2024,
Crotos ,1960,Marzo,2024,
Duende ,15,Marzo,2024,
Diente de dragon,420,Marzo,2024,
Escabiola,230,Marzo,2024,
Ficus alex,11,Marzo,2024,
Ficus Lyrata,15,Marzo,2024,
Filodendro ,80,Marzo,2024,
Flor de Bayahibe,153,Marzo,2024,
Franboyan,920,Marzo,2024,
Gallego Matizado,630,Marzo,2024,
Granada,15,Marzo,2024,
Guarana,800,Marzo,2024,
Guayacan,550,Marzo,2024,
Guanillo,460,Marzo,2024,
Guano ,14,Marzo,2024,
Gina,100,Marzo,2024,
Granberry,125,Marzo,2024,
Helecho,2,Marzo,2024,
Higuero,223,Marzo,2024,
Iris blanca,15,Marzo,2024,
Jengibre,7,Marzo,2024,
Jacaranda ,12,Marzo,2024,
Jasmin,20,Marzo,2024,
Jamon con pan ,28,Marzo,2024,
Juan Primero,341,Marzo,2024,
Lengua de Vaca Grande ,338,Marzo,2024,
Lechoza ,2,Marzo,2024,
Limoncillo frutal,65,Marzo,2024,
Lluvia de coral,1310,Marzo,2024,
Marginata ,9,Marzo,2024,
Mara ,150,Marzo,2024,
Marva Roja ,680,Marzo,2024,
Marva Verde,1550,Marzo,2024,
Mantequilla ,32,Marzo,2024,
Mondondro,40,Marzo,2024,
Oreja de Elefante ,5,Marzo,2024,
Orquidea de tierra,30,Marzo,2024,
Oregano Verde,5,Marzo,2024,
Oregano Poleo ,5,Marzo,2024,
Pajon blanco,60,Marzo,2024,
Palma Datilera ,936,Marzo,2024,
Palma Areca ,2340,Marzo,2024,
palma Abanico ,19,Marzo,2024,
Palma Real,30,Marzo,2024,
Palma Cana ,250,Marzo,2024,
Palma Alexandra ,2060,Marzo,2024,
Palma Carpintero,125,Marzo,2024,
Palma Coco Plumoso,1068,Marzo,2024,
Palama Manila ,2570,Marzo,2024,
Palma guano                                           ,13,Marzo,2024,
Palma Yarey ,10,Marzo,2024,
Palma Cola de Zorro,12,Marzo,2024,
Palma Santiago ,500,Marzo,2024,
Palma Robelina,232,Marzo,2024,
Palma Bermuda ,220,Marzo,2024,
Palo de Brasil,100,Marzo,2024,
Atenia ,27,Marzo,2024,
Brassavola,5,Marzo,2024,
Cattleya ,33,Marzo,2024,
Cactus,40,Marzo,2024,
Cymbium,145,Marzo,2024,
Dendrobium,105,Marzo,2024,
Dendrobium ,105,Marzo,2024,
Dendrobium Calante,2,Marzo,2024,
Dimeranda ,28,Marzo,2024,
Espotalotti,5,Marzo,2024,
Falenosis,11,Marzo,2024,
Ficus Lyrata,2,Marzo,2024,
Hoya Carnosa,8,Marzo,2024,
Gongora ,3,Marzo,2024,
Jade ,6,Marzo,2024,
Lagrima de bebe,50,Marzo,2024,
Maxillaria,2,Marzo,2024,
Mala Madre,16,Marzo,2024,
Moje Maculata ,3,Marzo,2024,
Mijuaquina,30,Marzo,2024,
Oncidium,5,Marzo,2024,
Ornithocephalus,46,Marzo,2024,
Peristeria Elata,3,Marzo,2024,
Epidendrum,13,Marzo,2024,
Pino Cipres ,75,Marzo,2024,
Tolumnia,6,Marzo,2024,
Zamiaculcas ,18,Marzo,2024,
Suculenta ,90,Marzo,2024,
Vanda ,6,Marzo,2024,
24 Horas ,12,Marzo,2024,
Llorona ,2,Marzo,2024,
Vainilla ,26,Marzo,2024,
Perla Negra,50,Marzo,2024,
Palma mongo meliana ,556,Marzo,2024,
Pintalabio,300,Marzo,2024,
Pino Caribean ,35,Marzo,2024,
Pino Cubano ,5,Marzo,2024,
Penda ,80,Marzo,2024,
Reflexa ,792,Marzo,2024,
Robles Amarillo,4604,Marzo,2024,
Roble Morado,785,Marzo,2024,
Suculenta ,90,Marzo,2024,
Siempre Verde ,37,Marzo,2024,
Seria de Dia y Puta de Noche,24,Marzo,2024,
Tamarindo ,296,Marzo,2024,
Trinitaria,154,Marzo,2024,
Tocador,364,Marzo,2024,
Tu y yo ,19,Marzo,2024,
Uva de Sierra,150,Marzo,2024,
Uva de Playa ,2180,Marzo,2024,
Violeta,520,Marzo,2024,
Voladora,380,Marzo,2024,
Zapatico matizado,240,Marzo,2024,
Yinyere ,7,Marzo,2024,
Zapatico Verde,1000,Marzo,2024,
Almendra ,40,Abril,2024,
Aleli,58,Abril,2024,
Aptenia,26,Abril,2024,
Agave,345,Abril,2024,
Avellana ,200,Abril,2024,
Alamo,580,Abril,2024,
Algodón ,25,Abril,2024,
Begonia ,6,Abril,2024,
Bromelia,14,Abril,2024,
Bambu Grande,18,Abril,2024,
Cayena,1290,Abril,2024,
Caimoni,100,Abril,2024,
Cactus,85,Abril,2024,
Caucho,7,Abril,2024,
Coba Criolla,325,Abril,2024,
Cancion de la india,30,Abril,2024,
Capricho ,25,Abril,2024,
Campana Morada,180,Abril,2024,
Cedro,675,Abril,2024,
Caricatura ,50,Abril,2024,
Cucarachita,220,Abril,2024,
Costilla de Adam,148,Abril,2024,
Coralillos,3,Abril,2024,
Cassandra ,8,Abril,2024,
Copey,8,Abril,2024,
Cuadricula,5,Abril,2024,
Cuerno de Venado,75,Abril,2024,
Crotos,1760,Abril,2024,
Duende ,25,Abril,2024,
Diente de dragon,440,Abril,2024,
Escabila ,209,Abril,2024,
Ficus Alex ,9,Abril,2024,
Ficus Lyrata ,7,Abril,2024,
Filodendro ,100,Abril,2024,
Flor de Bayahibe ,30,Abril,2024,
Framboyan ,1990,Abril,2024,
Gallego Grande  ,30,Abril,2024,
Gallego Matizado,670,Abril,2024,
Granada,11,Abril,2024,
Guarana,700,Abril,2024,
Guayacan ,705,Abril,2024,
Guanillo,500,Abril,2024,
Grigri,75,Abril,2024,
Gina ,100,Abril,2024,
Gramberry,123,Abril,2024,
Higuero,130,Abril,2024,
Iris blanca,8,Abril,2024,
Jengibre ,12,Abril,2024,
Jasmin,71,Abril,2024,
Juan Primero,680,Abril,2024,
Lengua de Vaca Grande ,262,Abril,2024,
Lechoza ,2,Abril,2024,
Limonsillo Frutal,50,Abril,2024,
Limonsillo Aromatico,100,Abril,2024,
Llorona ,7,Abril,2024,
Lluvia de coral,305,Abril,2024,
Marginata ,5,Abril,2024,
Mara ,674,Abril,2024,
Malva Roja,590,Abril,2024,
Malva Verde ,1490,Abril,2024,
Mala Madre,9,Abril,2024,
Mantequilla ,15,Abril,2024,
Mondondro,4,Abril,2024,
Oreja de Elefante ,7,Abril,2024,
Pajon blanco,20,Abril,2024,
Palama Datilera ,1020,Abril,2024,
Palma Areca ,1120,Abril,2024,
Palma Real,12,Abril,2024,
Palma Cana ,680,Abril,2024,
Palma Alexandra ,2155,Abril,2024,
Palma Coco Plumoso,872,Abril,2024,
Palma Manila ,2715,Abril,2024,
Palma Guano,86,Abril,2024,
Palma Yarey,6,Abril,2024,
Palma Cola de Zorro,104,Abril,2024,
Palma Santiago,640,Abril,2024,
Palma Robelina ,30,Abril,2024,
Palma Berbuda ,200,Abril,2024,
Palo de Brasil,78,Abril,2024,
Perla Negra,80,Abril,2024,
Palma mongo meliana ,345,Abril,2024,
Pintalabio,330,Abril,2024,
Pino Caribean ,28,Abril,2024,
Atenia ,20,Abril,2024,
Brassavola,7,Abril,2024,
Cattleya ,24,Abril,2024,
Cactus,30,Abril,2024,
Cymbium,110,Abril,2024,
Dendrobium Calante,2,Abril,2024,
Dimerandra,31,Abril,2024,
Espotalotti,6,Abril,2024,
Falenosis,10,Abril,2024,
Ficus Lyrata,3,Abril,2024,
Hoya Carnosa,8,Abril,2024,
Gongora ,4,Abril,2024,
Jade ,2,Abril,2024,
Lagrina de bebe,49,Abril,2024,
Maximillaria,2,Abril,2024,
Mala Madre,20,Abril,2024,
Moje Maculata ,3,Abril,2024,
Mijuaquina,20,Abril,2024,
Oncidium,6,Abril,2024,
Ornithocephalus,46,Abril,2024,
Peristeria Elata,5,Abril,2024,
Epidendrum,20,Abril,2024,
Pino Cipres ,37,Abril,2024,
Tolumnia ,7,Abril,2024,
Zamiaculcas ,11,Abril,2024,
Suculenta ,45,Abril,2024,
Vanda ,45,Abril,2024,
24 Horas ,12,Abril,2024,
Llorona ,2,Abril,2024,
Vainilla ,26,Abril,2024,
Progreso,31,Abril,2024,
Penda ,100,Abril,2024,
Reflexa ,920,Abril,2024,
Robles Amarillo,5110,Abril,2024,
Roble Morado,1030,Abril,2024,
Suculenta,10,Abril,2024,
Seria de Dia y Puta de Noche,6,Abril,2024,
Tamarindo ,450,Abril,2024,
Trinitaria,38,Abril,2024,
Tocador,30,Abril,2024,
Tu y yo ,9,Abril,2024,
Uva de Sierra,130,Abril,2024,
Uva de Playa ,1874,Abril,2024,
Violeta ,40,Abril,2024,
Voladora,350,Abril,2024,
Zapatico matizado,200,Abril,2024,
Yinyere,10,Abril,2024,
Zapatico Verde,1060,Abril,2024,
Almedra ,60,Mayo,2024,
Aleli,26,Mayo,2024,
Aleli Adulto,23,Mayo,2024,
Atenia ,3,Mayo,2024,
Agave ,269,Mayo,2024,
Avellana ,140,Mayo,2024,
Alamo ,420,Mayo,2024,
Agodon ,44,Mayo,2024,
Aromatica ,30,Mayo,2024,
Bromelia ,6,Mayo,2024,
Cayena ,658,Mayo,2024,
Caimoni ,124,Mayo,2024,
Caimito ,3,Mayo,2024,
Cajuil,90,Mayo,2024,
Caucho,1,Mayo,2024,
Caoba Criolla,252,Mayo,2024,
Capricho ,900,Mayo,2024,
Campana Morada,140,Mayo,2024,
Cedro,736,Mayo,2024,
Caricatura ,17,Mayo,2024,
Cucarachita,15,Mayo,2024,
Cassandra ,5,Mayo,2024,
Copey,53,Mayo,2024,
Corazon de paloma,1,Mayo,2024,
Cuadricula,5,Mayo,2024,
Cuerno de Venado,45,Mayo,2024,
Crotos,1996,Mayo,2024,
Chiflera ,2,Mayo,2024,
Dianela ,11,Mayo,2024,
Duende ,14,Mayo,2024,
Diente de dragon,305,Mayo,2024,
Escabiola ,113,Mayo,2024,
Ficus Alex,7,Mayo,2024,
Filodendro Grande,8,Mayo,2024,
Filodendro,34,Mayo,2024,
Flor de  Bayahibe ,134,Mayo,2024,
Flor del Decierto ,1,Mayo,2024,
Framboyan ,642,Mayo,2024,
Gallego Matizado,350,Mayo,2024,
Granada ,7,Mayo,2024,
Guarana ,830,Mayo,2024,
Guayacan ,1051,Mayo,2024,
Guanillo ,360,Mayo,2024,
Grigri,25,Mayo,2024,
Gina,80,Mayo,2024,
Granberry ,90,Mayo,2024,
Higuero,110,Mayo,2024,
Jacaranda ,120,Mayo,2024,
Jazmin ,10,Mayo,2024,
Juan Primero,415,Mayo,2024,
Laurel,1,Mayo,2024,
Lengua de Vaca Grande ,425,Mayo,2024,
Lechoza ,3,Mayo,2024,
Limoncillo frutal,50,Mayo,2024,
Llorona ,4,Mayo,2024,
Lluvia de coral,1000,Mayo,2024,
Mara ,633,Mayo,2024,
Masanyana ,15,Mayo,2024,
Malva Roja ,522,Mayo,2024,
Malva Verde ,1130,Mayo,2024,
Mala Madre,20,Mayo,2024,
Mangle ,28,Mayo,2024,
Mamon,1,Mayo,2024,
Nispero,1,Mayo,2024,
Oreja de Elefante ,5,Mayo,2024,
Pajon blanco,75,Mayo,2024,
Palma Datilera ,897,Mayo,2024,
Palma Areca CATECHUT,290,Mayo,2024,
Palma Real ,100,Mayo,2024,
Palma Cana ,370,Mayo,2024,
Palma Alexandra,1670,Mayo,2024,
Palma Coco Plumoso,1054,Mayo,2024,
Palma Manila ,1080,Mayo,2024,
Plama Yarey ,5,Mayo,2024,
Palma Cola de Zorro,16,Mayo,2024,
Palma Santiago ,168,Mayo,2024,
Plama Robelina ,100,Mayo,2024,
Palma Bermuda ,140,Mayo,2024,
Palo de Brasil,44,Mayo,2024,
Perla Negra,17,Mayo,2024,
Palma Mango Meliana,680,Mayo,2024,
Pintalabio,150,Mayo,2024,
Pino Cubano ,4,Mayo,2024,
Pino Caribean ,22,Mayo,2024,
Progreso ,24,Mayo,2024,
Penda ,380,Mayo,2024,
Reflexa ,512,Mayo,2024,
Roble Morado,865,Mayo,2024,
Roble Amariilo,3805,Mayo,2024,
Seria de Dia y Puta de Noche,4,Mayo,2024,
Taberna Montana,11,Mayo,2024,
Tamarindo ,395,Mayo,2024,
Tu y yo ,5,Mayo,2024,
Uva de Sierra ,150,Mayo,2024,
Uva de Playa ,2779,Mayo,2024,
Violeta ,83,Mayo,2024,
Voladora,250,Mayo,2024,
Zapatico matizado,55,Mayo,2024,
Yinyere,16,Mayo,2024,
Zapatico Verde,550,Mayo,2024,
Atenia ,15,Mayo,2024,
Brassavola,5,Mayo,2024,
Cattleya ,25,Mayo,2024,
Cactus,32,Mayo,2024,
Cymbium,80,Mayo,2024,
Dendrobium Calante,2,Mayo,2024,
Dimerandra ,24,Mayo,2024,
Espotalotti,5,Mayo,2024,
Falenosis,8,Mayo,2024,
Hoya Carnosa,10,Mayo,2024,
Gongora ,3,Mayo,2024,
Jade ,5,Mayo,2024,
Lagrima de bebe,50,Mayo,2024,
Maxillaria,2,Mayo,2024,
Mala Madre,30,Mayo,2024,
Moje Maculata ,8,Mayo,2024,
Mijuaquina,15,Mayo,2024,
Oncidium,6,Mayo,2024,
Ornithocephalus,25,Mayo,2024,
Peristeria Elata,5,Mayo,2024,
Epidendrum,20,Mayo,2024,
Pino Cipres ,50,Mayo,2024,
Tolumnia ,8,Mayo,2024,
Zamiaculcas ,10,Mayo,2024,
Suculenta ,35,Mayo,2024,
Vanda ,4,Mayo,2024,
24 horas ,12,Mayo,2024,
Vainilla ,24,Mayo,2024,
Almedra ,160,Junio ,2024,
Aleli,32,Junio ,2024,
Aleli Adulto,21,Junio ,2024,
Agave,174,Junio ,2024,
Avellana ,150,Junio ,2024,
Alamo,470,Junio ,2024,
Algodón ,70,Junio ,2024,
Aromatica ,40,Junio ,2024,
Bambu Grande,18,Junio ,2024,
Bromelia,3,Junio ,2024,
Cayena ,1549,Junio ,2024,
Caimoni ,100,Junio ,2024,
Caimito ,5,Junio ,2024,
Cajuil,100,Junio ,2024,
Caucho,6,Junio ,2024,
Caoba Criolla,290,Junio ,2024,
Capricho ,21,Junio ,2024,
Campana Morada,130,Junio ,2024,
Cedro,780,Junio ,2024,
Cassandra ,3,Junio ,2024,
Copey,44,Junio ,2024,
Corazon de paloma,1,Junio ,2024,
Cuadricula,5,Junio ,2024,
Costilla de Adam,2,Junio ,2024,
Cuerno de Venado,43,Junio ,2024,
Crotos,2940,Junio ,2024,
Chiflera ,2,Junio ,2024,
Dianela ,7,Junio ,2024,
Duende ,22,Junio ,2024,
Diente de dragon,320,Junio ,2024,
Escabiola,294,Junio ,2024,
Ficus Ale,6,Junio ,2024,
Ficus Lyrata,4,Junio ,2024,
Filodendro Grande,7,Junio ,2024,
Filodendro,24,Junio ,2024,
Flor de Bayahibe ,23,Junio ,2024,
Franboyan,605,Junio ,2024,
Gallego Perejil,77,Junio ,2024,
Gallego Matizado,400,Junio ,2024,
Granada,6,Junio ,2024,
Guarana,840,Junio ,2024,
Guayacan ,405,Junio ,2024,
Grigri,30,Junio ,2024,
Gina,49,Junio ,2024,
Granberry ,90,Junio ,2024,
Higuero,210,Junio ,2024,
Iris blanca,100,Junio ,2024,
Jacaranda ,120,Junio ,2024,
Juan Primero,380,Junio ,2024,
Laurel,1,Junio ,2024,
Lengua de Vaca Grande ,540,Junio ,2024,
Limonsillo Frutal,45,Junio ,2024,
Llorona ,4,Junio ,2024,
Lluvia de coral,1200,Junio ,2024,
Mara ,464,Junio ,2024,
Masanyana ,15,Junio ,2024,
Malva Roja,470,Junio ,2024,
Marva Verde,788,Junio ,2024,
Mangle ,30,Junio ,2024,
Mamon,1,Junio ,2024,
Nispero ,1,Junio ,2024,
Orejita de raton ,13,Junio ,2024,
Oreja de Elefante ,5,Junio ,2024,
Pajon Blanco,35,Junio ,2024,
Palma Areca ,129,Junio ,2024,
Palma Datilera ,971,Junio ,2024,
Palma Real,221,Junio ,2024,
Palma cana ,335,Junio ,2024,
Palma Alexandra ,6630,Junio ,2024,
Palma Coco Plumoso,791,Junio ,2024,
Palma Manila ,1256,Junio ,2024,
Palma Cola de Zorro,7,Junio ,2024,
Palma Santiago,51,Junio ,2024,
Palma Robelina,456,Junio ,2024,
Palma Bermuda ,220,Junio ,2024,
Palo de Brasil,14,Junio ,2024,
Perla Negra,20,Junio ,2024,
Palma mongo meliana ,885,Junio ,2024,
Pintalabio,190,Junio ,2024,
Pono Cubano ,8,Junio ,2024,
Pino Caribean ,15,Junio,2024,
Progreso ,7,Junio ,2024,
Penda ,430,Junio,2024,
Reflexa ,529,Junio,2024,
Rosas,77,Junio,2024,
Roble Amariilo,4333,Junio,2024,
Robles Morado ,629,Junio,2024,
Sabila ,1,Junio,2024,
Suculenta ,16,Junio,2024,
Taberna Montana,22,Junio,2024,
Tamarindo ,390,Junio,2024,
Uva de Sierra,120,Junio,2024,
Uva de Playa ,4563,Junio,2024,
Violeta ,1220,Junio,2024,
Voladora ,250,Junio,2024,
Zapatico matizado,35,Junio,2024,
Yinyere,10,Junio,2024,
Zapatico Verde,540,Junio,2024,
Atenia ,15,Junio,2024,
Brassavola,2,Junio,2024,
Cattleya ,25,Junio,2024,
Cactus,30,Junio,2024,
Cymbidium,108,Junio,2024,
Dendrobium,80,Junio,2024,
Dendrobium Calante,3,Junio,2024,
Dimerandra,20,Junio,2024,
Espotalotti,8,Junio,2024,
Falenosis,10,Junio,2024,
Hoya Carnosa,8,Junio,2024,
Gongora ,5,Junio,2024,
Jade ,3,Junio,2024,
Lagrima de bebe,40,Junio,2024,
Maximillaria,3,Junio,2024,
Mala Madre,30,Junio,2024,
Moje Maculata ,9,Junio,2024,
Mijuaquina,20,Junio,2024,
Oncidium,15,Junio,2024,
Ornithocephalus,40,Junio,2024,
Peristeria Elata,5,Junio,2024,
Epidendrum,20,Junio,2024,
Pino Cipres ,40,Junio,2024,
Tolumnia,4,Junio,2024,
Zamiaculcas ,10,Junio,2024,
Suculenta ,35,Junio,2024,
Vanda ,7,Junio,2024,
24 horas ,15,Junio,2024,
Vinilla,15,Junio,2024,
Atenia ,10,Julio,2024,
Brassavola,5,Julio,2024,
Cattleya,20,Julio,2024,
Cactus,25,Julio,2024,
Cymbidium,125,Julio,2024,
Dendrobium,22,Julio,2024,
Dendrobium Calante,3,Julio,2024,
Dimerandra,10,Julio,2024,
Espotalotti,13,Julio,2024,
Falenosis,3,Julio,2024,
Hoya Carnosa,10,Julio,2024,
Gongora,3,Julio,2024,
Jade,5,Julio,2024,
Lagrima de bebe,35,Julio,2024,
Maxillaria,3,Julio,2024,
Mala Madre,25,Julio,2024,
Moje Maculata,8,Julio,2024,
Mijuaquina ,20,Julio,2024,
Oncidium,5,Julio,2024,
Vainilla,14,Julio,2024,
Ornithocephalus,33,Julio,2024,
Peristeria Elata,5,Julio,2024,
Epidendrum,15,Julio,2024,
Pino Cipres,18,Julio,2024,
Tolumnia,7,Julio,2024,
Zamiaculcas,5,Julio,2024,
Suculenta,45,Julio,2024,
Vanda,7,Julio,2024,
24 horas,10,Julio,2024,
Almendra,14,Julio,2024,
Aleli,16,Julio,2024,
Aleli Adulto,11,Julio,2024,
Agave,128,Julio,2024,
Avellana,150,Julio,2024,
Alamo,360,Julio,2024,
Algodón,17,Julio,2024,
Bambu Grande,10,Julio,2024,
Bromelia,10,Julio,2024,
Cayena ,981,Julio,2024,
Caricatura,3,Julio,2024,
Caimoni,70,Julio,2024,
Caimito,9,Julio,2024,
Cajuil,54,Julio,2024,
Cactus,10,Julio ,2024,
Caucho,7,Julio,2024,
Coba Criolla,696,Julio,2024,
Campana Morada,100,Julio,2024,
Cedro,797,Julio,2024,
cossandra,4,Julio,2024,
Copey,48,Julio,2024,
Corazon de paloma,1,Julio,2024,
Cuadricula,5,Julio,2024,
Costilla de Adam,5,Julio,2024,
Cuerno de Venado,108,Julio,2024,
Crotos,2590,Julio,2024,
Dianela,20,Julio,2024,
Duende ,16,Julio,2024,
Dracaena Bicolor ,1,Julio,2024,
Diente de Dragon ,270,Julio,2024,
Escabiola ,227,Julio,2024,
Ficus Alex,6,Julio,2024,
Ficus Lyrata ,4,Julio,2024,
Flor de Bayahibe,30,Julio,2024,
Franboyan,420,Julio,2024,
Gallego Perejil ,5,Julio,2024,
Gallego Grande  ,500,Julio,2024,
Granada,7,Julio,2024,
Guarana,730,Julio,2024,
Guayacan,502,Julio,2024,
Grigri,32,Julio,2024,
Gina,48,Julio,2024,
Guanillo,150,Julio,2024,
Gramberry,6,Julio,2024,
Higuero ,160,Julio,2024,
Iris Amarilla ,51,Julio,2024,
Jasmin,3,Julio,2024,
Jacaranda,105,Julio,2024,
Juan Primero,383,Julio,2024,
Jengibre ,5,Julio,2024,
Lengua de Vaca Grande,356,Julio,2024,
Limonsillo Frutal,30,julio,2024,
Limonsillo Americano ,90,Julio,2024,
Llorona ,5,Julio,2024,
Lluvia de coral,460,Julio,2024,
Mara ,553,Julio,2024,
Malva Roja ,599,Julio,2024,
Marva Verde,955,Julio,2024,
Mala Madre,8,Julio,2024,
Orejita de raton,15,Julio,2024,
Oreja de Elefante,10,Julio,2024,
Pajon Blanco,48,Julio,2024,
Palma Areca CATECHUT,39,Julio,2024,
Palma Datilera,755,Julio,2024,
palma Abanico,6,Julio,2024,
Palma real ,37,Julio,2024,
Palma Cana,522,Julio,2024,
Palma Alexandra,660,Julio,2024,
Palma Coco Plumoso,590,Julio,2024,
Palma Manila ,770,Julio,2024,
Palma Cola de Zorro,27,Julio,2024,
Palma Santiago,80,Julio,2024,
Palma Robelina ,360,Julio,2024,
Palma Bermuda ,180,Julio,2024,
Perla Negra,16,Julio,2024,
Palma mongo meliana,336,Julio,2024,
Pata de Vaca ,1,Julio,2024,
Pintalabio,135,Julio,2024,
Pino Caribean,12,Julio,2024,
Progreso ,22,Julio,2024,
Penda ,608,Julio,2024,
Reflexa ,300,Julio,2024,
Rosas,5,Julio,2024,
Robles Amarillo,2580,Julio,2024,
Roble Morado,358,Julio,2024,
Tamarindo ,340,Julio,2024,
Uva de Sierra ,70,Julio,2024,
Uva de Playa,3631,Julio,2024,
Violeta ,684,Julio,2024,
Voladora ,300,Julio,2024,
Yinyere,6,Julio,2024,
Zapatico Verde,450,Julio,2024,
Almendra ,80,Agosto,2024,
Aleli ,4,Agosto,2024,
Aleli Adulto ,15,Agosto,2024,
Agave,23,Agosto,2024,
Avellana ,140,Agosto,2024,
Alamo,490,Agosto,2024,
Algodón ,90,Agosto,2024,
Aromatica,42,Agosto,2024,
Bambu Grande,30,Agosto,2024,
Cayena ,800,Agosto,2024,
Cancion de la india,6,Agosto,2024,
Caricatura,2,Agosto,2024,
Caimoni ,70,Agosto,2024,
Caimito ,6,Agosto,2024,
Cactus,7,Agosto,2024,
Caucho,3,Agosto,2024,
Caoba Criolla,224,Agosto,2024,
Campana Morada,130,Agosto,2024,
Cedro,638,Agosto,2024,
cossandra,4,Agosto,2024,
Copey ,33,Agosto,2024,
Corazon de paloma,1,Agosto,2024,
Cuadricula ,4,Agosto,2024,
Costilla de Adam,3,Agosto,2024,
Cuerno de Venado,52,Agosto,2024,
Crotos,2324,Agosto,2024,
Dianela,11,Agosto,2024,
Duende ,20,Agosto,2024,
Diente de Dragon ,340,Agosto,2024,
Escabiola ,204,Agosto,2024,
Ficus Alex ,3,Agosto,2024,
Ficus Lyrata ,3,Agosto,2024,
Filodendro ,35,Agosto,2024,
Filodendro Grande ,8,Agosto,2024,
Flor de Bayahibe ,25,Agosto,2024,
Franboyan,521,Agosto,2024,
Gallego Perejir ,3,Agosto,2024,
Gallego Grande  ,500,Agosto,2024,
Granada ,5,Agosto,2024,
Guarana ,720,Agosto,2024,
Guayacan ,408,Agosto,2024,
Grigri,32,Agosto,2024,
Gina ,70,Agosto,2024,
Guanillo,60,Agosto,2024,
Gramberry,140,Agosto,2024,
Higuero,190,Agosto,2024,
Iris Amarilla ,53,Agosto,2024,
Jasmin,4,Agosto,2024,
Jacaranda,130,Agosto,2024,
Juan Primero,252,Agosto,2024,
Lengua de Vaca Grande ,419,Agosto,2024,
Limonsillo Frutal,45,Agosto,2024,
Limonsillo Americano ,25,Agosto,2024,
Llorona ,1540,Agosto,2024,
Lluvia de coral,1100,Agosto,2024,
Mara ,488,Agosto,2024,
Malva Roja ,460,Agosto,2024,
Malva Verde,1030,Agosto,2024,
Masanyana ,11,Agosto,2024,
Mangle ,30,Agosto,2024,
Nispero ,1,Agosto,2024,
Oreja de Elefante ,7,Agosto,2024,
Orquidea de tierra,12,Agosto,2024,
Palo de Brasil,18,Agosto,2024,
Pajon Blanco,85,Agosto,2024,
Palma Datilera,490,Agosto,2024,
Palma Real,7,Agosto,2024,
Palma Cana ,265,Agosto,2024,
Palma Coco Plumoso,322,Agosto,2024,
Palma Manila ,470,Agosto,2024,
Palma Cola de Zorro,9,Agosto,2024,
Palma Santiago ,55,Agosto,2024,
Palma Robelina ,175,Agosto,2024,
Palma Bermuda ,250,Agosto,2024,
Palma Guano,380,Agosto,2024,
Perla Negra,8,Agosto,2024,
Palma mongo Meliana ,461,Agosto,2024,
Pata de Vaca ,1,Agosto,2024,
Pintalabio ,150,Agosto,2024,
Palo Cubano,5,Agosto,2024,
Progreso,1,Agosto,2024,
Penda ,460,Agosto,2024,
Reflexa ,400,Agosto,2024,
Sabila ,1,Agosto,2024,
Rosas,3,Agosto,2024,
Robles Amarillo,3523,Agosto,2024,
Robles Morado ,588,Agosto,2024,
Tamarindo ,390,Agosto,2024,
Uva de Sierra,100,Agosto,2024,
Uva de Playa ,3947,Agosto,2024,
Violeta ,1040,Agosto,2024,
Voladora ,250,Agosto,2024,
Yinyere,7,Agosto,2024,
Zapatico Verde,400,Agosto,2024,
Atenia ,5,Agosto,2024,
Brassavola,2,Agosto,2024,
